NUMERO;PALABRA
689;cine
690;cinta
691;cintura
692;circuito
693;circulación
694;circular
695;circunstancia
696;circunstancias
697;cirugía
698;cita
699;citada
700;citado
701;ciu
702;ciudad
703;ciudadano
704;ciudadanos
705;ciudadanía
706;ciudades
707;civil
708;civiles
709;civilización
710;clara
711;claramente
712;claras
713;claridad
714;claro
715;clase
716;clases
717;clasificación
718;clave
719;claves
720;cliente
721;clientes
722;clima
723;clinton
724;club
725;clubes
726;clásica
727;clásico
728;clásicos
729;clínica
730;cm
731;coalición
732;cobertura
733;cobre
734;coca
735;cocción
736;coche
737;coches
738;cocina
739;coinciden
740;cola
741;colaboración
742;colaboradores
743;colección
744;colectiva
745;colectivo
746;colectivos
747;colegas
748;colegio
749;colegios
750;coloca
751;colocar
752;colombia
753;colombiano
754;colonia
755;colonial
756;color
757;colores
758;columna
759;colón
760;com
761;comandante
762;comando
763;combate
764;combatir
765;combinación
766;combustible
767;comedia
768;comedor
769;comenta
770;comentario
771;comentarios
772;comentó
773;comenzado
774;comenzar
775;comenzaron
776;comenzó
777;comer
778;comercial
779;comerciales
780;comerciantes
781;comercio
782;cometido
783;comicios
784;comida
785;comidas
786;comienza
787;comienzan
788;comienzo
789;comienzos
790;comisario
791;comisiones
792;comisión
793;comité
794;comparación
795;compartir
796;compañero
797;compañeros
798;compañía
799;compañías
800;competencia
801;competencias
802;compleja
803;complejidad
804;complejo
805;complejos
806;completa
807;completamente
808;completo
809;complicado
810;componente
811;componentes
812;comportamiento
813;composición
814;compositor
815;compra
816;comprar
817;comprende
818;comprender
819;comprensión
820;comprobar
821;compromiso
822;compromisos
823;compuesto
824;comunes
825;comunicaciones
826;comunicación
827;comunicado
828;comunidad
829;comunidades
830;comunista
831;comunistas
832;común
833;concejal
834;concentración
835;concepción
836;concepto
837;conceptos
838;concesión
839;conciencia
840;concierto
841;conciertos
842;concluir
843;conclusiones
844;conclusión
845;concluye
846;concluyó
847;concreta
848;concretamente
849;concretas
850;concreto
851;concretos
852;concurso
853;conde
854;condena
855;condenado
856;condiciones
857;condición
858;conduce
859;conducir
860;conducta
861;conductas
862;conductor
863;conexión
864;confederación
865;conferencia
866;confianza
867;confirmó
868;conflicto
869;conflictos
870;conforme
871;confusión
872;congreso
873;conjunto
874;conoce
875;conocemos
876;conocen
877;conocer
878;conocida
879;conocidas
880;conocido
881;conocidos
882;conocimiento
883;conocimientos
884;conoció
885;conocía
886;conozco
887;conquista
888;consciente
889;consecuencia
890;consecuencias
891;conseguido
892;conseguir
893;consejero
894;consejo
895;consejos
896;consenso
897;conserva
898;conservación
899;conservador
900;conservar
901;considera
902;consideraba
903;considerable
904;consideraciones
905;consideración
906;considerada
907;considerado
908;consideran
909;considerar
910;considerarse
911;consideró
912;consigo
913;consigue
914;consiguiente
915;consiguió
916;consiste
917;consta
918;constante
919;constantemente
920;constitucional
921;constitución
922;constituye
923;constituyen
924;construcción
925;construido
926;construir
927;consulta
928;consumidor
929;consumidores
930;consumo
931;contaba
932;contacto
933;contactos
934;contado
935;contaminación
936;contar
937;contempla
938;contemplar
939;contemporánea
940;contemporáneo
941;contenido
942;contenidos
943;contestó
944;contexto
945;contiene
946;contienen
947;continente
948;continua
949;continuación
950;continuar
951;continuidad
952;continuo
953;continuó
954;continúa
955;contrario
956;contraste
957;contratación
958;contrato
959;contratos
960;contribuir
961;control
962;controlar
963;contó
964;convencido
965;convención
966;conveniente
967;convenio
968;conversaciones
969;conversación
970;convertido
971;convertir
972;convertirse
973;convicción
974;conviene
975;convierte
976;convirtió
977;convivencia
978;convocatoria
979;cooperación
980;coordinación
981;coordinador
982;copa
983;copia
984;corazón
985;coro
986;corona
987;coronel
988;corporación
989;corporal
990;corre
991;correcta
992;correcto
993;corredor
994;correo
995;correr
996;corresponde
997;corresponden
998;correspondiente
999;correspondientes
1000;corresponsal
1001;corriendo
1002;corriente
1003;corrientes
1004;corrupción
1005;corta
1006;cortar
1007;corte
1008;cortes
1009;corto
1010;cortés
1011;cosa
1012;cosas
1013;costa
1014;costado
1015;costas
1016;coste
1017;costes
1018;costo
1019;costos
1020;costumbre
1021;costumbres
1022;cotidiana
1023;crea
1024;creación
1025;creado
1026;creador
1027;crear
1028;crece
1029;crecer
1030;creciente
1031;crecimiento
1032;cree
1033;creemos
1034;creen
1035;creer
1036;crees
1037;crema
1038;creo
1039;creyó
1040;creía
1041;creó
1042;crimen
1043;criminal
1044;crisis
1045;cristal
1046;cristiana
1047;cristiano
1048;cristianos
1049;cristina
1050;cristo
1051;criterio
1052;criterios
1053;cruz
1054;cruzar
1055;crédito
1056;créditos
1057;crítica
1058;críticas
1059;crítico
1060;críticos
1061;crónica
1062;cuadrados
1063;cuadro
1064;cuadros
1065;cualidades
1066;cuantas
1067;cuanto
1068;cuarta
1069;cuartel
1070;cuarto
1071;cuartos
1072;cuba
1073;cubana
1074;cubano
1075;cubanos
1076;cubierta
1077;cubierto
1078;cubrir
1079;cucharada
1080;cucharadas
1081;cuello
1082;cuenca
1083;cuenta
1084;cuentan
1085;cuentas
1086;cuento
1087;cuentos
1088;cuerda
1089;cuerpo
1090;cuerpos
1091;cuesta
1092;cuestiones
1093;cuestión
1094;cuidado
1095;culpa
1096;culpable
1097;cultivo
1098;cultivos
1099;culto
1100;cultura
1101;cultural
1102;culturales
1103;culturas
1104;cumbre
1105;cumple
1106;cumplido
1107;cumplimiento
1108;cumplir
1109;cuota
1110;cura
1111;curiosidad
1112;curioso
1113;curso
1114;cursos
1115;curva
1116;cuáles
1117;cádiz
1118;cálculo
1119;cálculos
1120;cámara
1121;cámaras
1122;cáncer
1123;cárcel
1124;célebre
1125;células
1126;césar
1127;círculo
1128;código
1129;córdoba
1130;d
1131;da
1132;daba
1133;daban
1134;dada
1135;dado
1136;dama
1137;dan
1138;dando
1139;daniel
1140;danza
1141;dar
1142;darle
1143;darse
1144;dará
1145;dato
1146;datos
1147;david
1148;daño
1149;daños
1150;debajo
1151;debate
1152;debe
1153;debemos
1154;deben
1155;deber
1156;deberá
1157;deberán
1158;debería
1159;deberían
1160;debido
1161;debilidad
1162;debió
1163;debo
1164;debía
1165;debían
1166;decenas
1167;decide
1168;decidido
1169;decidieron
1170;decidir
1171;decidió
1172;decir
1173;decirle
1174;decirlo
1175;decirse
1176;decisiones
1177;decisivo
1178;decisión
1179;declaraciones
1180;declaración
1181;declarado
1182;declarar
1183;declaró
1184;decreto
1185;decía
1186;decían
1187;dedica
1188;dedicada
1189;dedicado
1190;dedicó
1191;dedo
1192;dedos
1193;defectos
1194;defender
1195;defensa
1196;defensor
1197;define
1198;definición
1199;definido
1200;definir
1201;definitiva
1202;definitivamente
1203;definitivo
1204;deja
1205;dejaba
1206;dejado
1207;dejan
1208;dejando
1209;dejar
1210;dejaron
1211;deje
1212;dejó
1213;delante
1214;delegación
1215;delegado
1216;delegados
1217;delgado
1218;delito
1219;delitos
1220;demanda
1221;demandas
1222;demasiado
1223;democracia
1224;democrática
1225;democrático
1226;demostrado
1227;demostrar
1228;demostró
1229;demuestra
1230;denomina
1231;denominado
1232;densidad
1233;dentro
1234;denuncia
1235;denuncias
1236;departamento
1237;depende
1238;dependencia
1239;deporte
1240;deportes
1241;deportiva
1242;deportivo
1243;depresión
1244;derecha
1245;derecho
1246;derechos
1247;derivados
1248;derrota
1249;desafío
1250;desaparecer
1251;desaparecido
1252;desaparición
1253;desarrolla
1254;desarrollado
1255;desarrollar
1256;desarrollo
1257;desastre
1258;desayuno
1259;descanso
1260;descenso
1261;desconocido
1262;describe
1263;descripción
1264;descubierto
1265;descubrimiento
1266;descubrir
1267;descubrió
1268;desea
1269;deseaba
1270;desempleo
1271;deseo
1272;deseos
1273;desgracia
1274;desierto
1275;desnudo
1276;despacho
1277;despertar
1278;después
1279;destaca
1280;destacado
1281;destacan
1282;destacar
1283;destacó
1284;destinado
1285;destinados
1286;destino
1287;destrucción
1288;detalle
1289;detalles
1290;detención
1291;detener
1292;detenido
1293;detenidos
1294;deterioro
1295;determina
1296;determinación
1297;determinada
1298;determinadas
1299;determinado
1300;determinados
1301;determinar
1302;detrás
1303;detuvo
1304;deuda
1305;di
1306;diablo
1307;diagnóstico
1308;diana
1309;diaria
1310;diario
1311;diarios
1312;dibujo
1313;dibujos
1314;dice
1315;dicen
1316;dices
1317;dicha
1318;dichas
1319;dicho
1320;dichos
1321;diciembre
1322;diciendo
1323;dictadura
1324;diego
1325;dientes
1326;diera
1327;dieron
1328;dieta
1329;diferencia
1330;diferencias
1331;diferente
1332;diferentes
1333;dificultad
1334;dificultades
1335;difusión
1336;difícil
1337;difíciles
1338;diga
1339;digital
1340;dignidad
1341;digo
1342;dije
1343;dijeron
1344;dijo
1345;dimensiones
1346;dimensión
1347;dimisión
1348;dinero
1349;dinámica
1350;dio
1351;dios
1352;dioses
1353;diputado
1354;diputados
1355;direcciones
1356;dirección
1357;directa
1358;directamente
1359;directiva
1360;directivos
1361;directo
1362;director
1363;directora
1364;directores
1365;dirige
1366;dirigente
1367;dirigentes
1368;dirigida
1369;dirigido
1370;dirigir
1371;dirigió
1372;diría
1373;disciplina
1374;disco
1375;discos
1376;discurso
1377;discursos
1378;discusión
1379;discutir
1380;diseño
1381;disfrutar
1382;disminución
1383;disminuir
1384;dispone
1385;disponer
1386;disponibles
1387;disposiciones
1388;disposición
1389;dispuesta
1390;dispuesto
1391;dispuestos
1392;distancia
1393;distinción
1394;distinguir
1395;distinta
1396;distintas
1397;distinto
1398;distintos
1399;distribución
1400;distrito
1401;diversidad
1402;división
1403;diálogo
1404;doble
1405;docentes
1406;doctor
1407;doctrina
1408;documentación
1409;documento
1410;documentos
1411;dolor
1412;dolores
1413;domicilio
1414;dominante
1415;domingo
1416;dominicana
1417;dominio
1418;domínguez
1419;don
1420;dormido
1421;dormir
1422;dormitorio
1423;dosis
1424;doy
1425;doña
1426;drama
1427;droga
1428;drogas
1429;duda
1430;dudas
1431;dueño
1432;dueños
1433;dulce
1434;duque
1435;dura
1436;duración
1437;duras
1438;duro
1439;duros
1440;duró
1441;dé
1442;débil
1443;década
1444;décadas
1445;déficit
1446;día
1447;días
1448;díaz
1449;dólar
1450;dólares
1451;echar
1452;echó
1453;eco
1454;economía
1455;económica
1456;económicas
1457;económico
1458;económicos
1459;ecuador
1460;edad
1461;edición
1462;edificio
1463;edificios
1464;editorial
1465;eduardo
1466;educación
1467;educativa
1468;educativo
1469;ee
1470;eeuu
1471;efe
1472;efectiva
1473;efectivamente
1474;efectivo
1475;efectivos
1476;efecto
1477;efectos
1478;efectuar
1479;eficacia
1480;eficaz
1481;egipto
1482;eje
1483;ejecución
1484;ejecutiva
1485;ejecutivo
1486;ejemplar
1487;ejemplares
1488;ejemplo
1489;ejemplos
1490;ejercer
1491;ejercicio
1492;ejercicios
1493;ejército
1494;elaboración
1495;elaborado
1496;elaborar
1497;elecciones
1498;elección
1499;electoral
1500;electorales
1501;electricidad
1502;electrónico
1503;elegante
1504;elegido
1505;elegir
1506;elemento
1507;elementos
1508;elena
1509;elevada
1510;elevado
1511;eliminación
1512;eliminar
1513;eléctrica
1514;eléctrico
1515;embajada
1516;embajador
1517;embarazo
1518;embargo
1519;emergencia
1520;emilio
1521;emisión
1522;emocional
1523;emociones
1524;emoción
1525;empate
1526;emperador
1527;empezaba
1528;empezado
1529;empezar
1530;empezaron
1531;empezó
1532;empeño
1533;empieza
1534;empiezan
1535;empleado
1536;empleados
1537;empleo
1538;empresa
1539;empresarial
1540;empresario
1541;empresarios
1542;empresas
1543;encargado
1544;encima
1545;encontraba
1546;encontraban
1547;encontrado
1548;encontramos
1549;encontrar
1550;encontraron
1551;encontré
1552;encontró
1553;encuentra
1554;encuentran
1555;encuentro
1556;encuentros
1557;encuesta
1558;encuestas
1559;enemigo
1560;enemigos
1561;energía
1562;enero
1563;enfermedad
1564;enfermedades
1565;enfermo
1566;enfermos
1567;enfoque
1568;enfrenta
1569;enfrentamiento
1570;enfrentar
1571;enfrente
1572;enorme
1573;enormes
1574;enrique
1575;ensayo
1576;ensayos
1577;enseguida
1578;enseñanza
1579;entender
1580;entendido
1581;entendimiento
1582;entera
1583;entero
1584;entidad
1585;entidades
1586;entiende
1587;entiendo
1588;entonces
1589;entorno
1590;entra
1591;entrada
1592;entradas
1593;entrado
1594;entran
1595;entrar
1596;entrega
1597;entregar
1598;entregó
1599;entrenador
1600;entrenamiento
1601;entrevista
1602;entrevistas
1603;entró
1604;entusiasmo
1605;enviado
1606;enviar
1607;envió
1608;episodio
1609;equilibrio
1610;equipo
1611;equipos
1612;equivalente
1613;era
1614;eran
1615;eres
1616;ernesto
1617;error
1618;errores
1619;es
1620;escala
1621;escalera
1622;escapar
1623;escasa
1624;escaso
1625;escena
1626;escenario
1627;escenas
1628;esclavos
1629;escolar
1630;escolares
1631;escribe
1632;escribir
1633;escribió
1634;escrita
1635;escrito
1636;escritor
1637;escritores
1638;escritos
1639;escritura
1640;escucha
1641;escuchar
1642;escuela
1643;escuelas
1644;escándalo
1645;esencia
1646;esencial
1647;esenciales
1648;esfera
1649;esfuerzo
1650;esfuerzos
1651;espacial
1652;espacio
1653;espacios
1654;espada
1655;espalda
1656;espaldas
1657;españa
1658;español
1659;española
1660;españolas
1661;españoles
1662;especial
1663;especiales
1664;especialista
1665;especialistas
1666;especialmente
1667;especie
1668;especies
1669;espectacular
1670;espectador
1671;espectadores
1672;espectáculo
1673;específica
1674;específicas
1675;específico
1676;específicos
1677;espejo
1678;espera
1679;esperaba
1680;esperan
1681;esperando
1682;esperanza
1683;esperanzas
1684;esperar
1685;espero
1686;espiritual
1687;esposa
1688;esposo
1689;espíritu
1690;esquema
1691;esquina
1692;estaba
1693;estaban
1694;estabilidad
1695;estable
1696;establece
1697;establecer
1698;establecido
1699;establecimiento
1700;establecimientos
1701;estableció
1702;estaciones
1703;estación
1704;estadio
1705;estado
1706;estados
1707;estadounidense
1708;estadounidenses
1709;estadísticas
1710;estamos
1711;estancia
1712;estando
1713;estar
1714;estará
1715;estarán
1716;estaría
1717;estatal
1718;estatales
1719;estatuto
1720;estilo
1721;estima
1722;estoy
1723;estrategia
1724;estrategias
1725;estrecha
1726;estrella
1727;estrellas
1728;estreno
1729;estrictamente
1730;estructura
1731;estructuras
1732;estudia
1733;estudiante
1734;estudiantes
1735;estudiar
1736;estudio
1737;estudios
1738;estuve
1739;estuviera
1740;estuvieron
1741;estuvo
1742;está
1743;estábamos
1744;están
1745;estás
1746;esté
1747;estén
1748;estética
1749;estímulo
1750;estómago
1751;et
1752;eta
1753;etapa
1754;etapas
1755;eugenio
1756;europa
1757;europea
1758;europeas
1759;europeo
1760;europeos
1761;euros
1762;eva
1763;evaluación
1764;evaluar
1765;evento
1766;evidencia
1767;evidente
1768;evidentemente
1769;evita
1770;evitar
1771;evolución
1772;ex
1773;exactamente
1774;examen
1775;excelencia
1776;excelente
1777;excepcional
1778;excepción
1779;excesiva
1780;exceso
1781;exclusiva
1782;exclusivamente
1783;exige
1784;exigencia
1785;exigencias
1786;exigir
1787;exilio
1788;existe
1789;existen
1790;existencia
1791;existente
1792;existentes
1793;existir
1794;existía
1795;expansión
1796;expectativas
1797;expediente
1798;experiencia
1799;experiencias
1800;experto
1801;expertos
1802;explica
1803;explicaciones
1804;explicación
1805;explicar
1806;explicó
1807;explosión
1808;explotación
1809;exportaciones
1810;exportación
1811;exposiciones
1812;exposición
1813;expresa
1814;expresar
1815;expresiones
1816;expresión
1817;expresó
1818;extensión
1819;exterior
1820;exteriores
1821;externa
1822;externo
1823;extiende
1824;extranjera
1825;extranjeras
1826;extranjero
1827;extranjeros
1828;extraordinaria
1829;extraordinario
1830;extraña
1831;extraño
1832;extrema
1833;extremo
1834;extremos
1835;f
1836;fabricación
1837;facilidad
1838;facilitar
1839;factor
1840;factores
1841;facultad
1842;facultades
1843;fallo
1844;falsa
1845;falso
1846;falta
1847;faltaba
1848;faltan
1849;fama
1850;familia
1851;familiar
1852;familiares
1853;familias
1854;famosa
1855;famoso
1856;fantasía
1857;fase
1858;fases
1859;favor
1860;favorable
1861;fe
1862;febrero
1863;fecha
1864;fechas
1865;federación
1866;federal
1867;federico
1868;felices
1869;felicidad
1870;felipe
1871;feliz
1872;femenina
1873;femenino
1874;fenómeno
1875;fenómenos
1876;feria
1877;fernando
1878;fernández
1879;festival
1880;ficción
1881;fidel
1882;fiebre
1883;fiel
1884;fiesta
1885;fiestas
1886;fig
1887;figura
1888;figuran
1889;figuras
1890;fija
1891;fila
1892;filas
1893;film
1894;filme
1895;filosofía
1896;fin
1897;fina
1898;final
1899;finales
1900;finalidad
1901;finalmente
1902;financiación
1903;financiamiento
1904;financiera
1905;financieras
1906;financiero
1907;financieros
1908;finanzas
1909;fines
1910;firma
1911;firmado
1912;firmas
1913;firme
1914;fiscal
1915;fiscales
1916;fiscalía
1917;flor
1918;flores
1919;florida
1920;flujo
1921;fomento
1922;fondo
1923;fondos
1924;forma
1925;formación
1926;formada
1927;formado
1928;formal
1929;forman
1930;formando
1931;formar
1932;formas
1933;formato
1934;foro
1935;fortaleza
1936;fortuna
1937;foto
1938;fotografía
1939;fotografías
1940;fotos
1941;fracaso
1942;fraga
1943;francesa
1944;franceses
1945;francia
1946;francisco
1947;franco
1948;francés
1949;frase
1950;frases
1951;fraude
1952;fray
1953;frecuencia
1954;frecuente
1955;frecuentemente
1956;frecuentes
1957;frente
1958;fresco
1959;frontera
1960;fronteras
1961;frutas
1962;fruto
1963;frutos
1964;fría
1965;frío
1966;fue
1967;fuego
1968;fuente
1969;fuentes
1970;fuera
1971;fueran
1972;fueron
1973;fuerte
1974;fuertes
1975;fuerza
1976;fuerzas
1977;fuese
1978;fuga
1979;fui
1980;fuimos
1981;fujimori
1982;funciona
1983;funcional
1984;funcionamiento
1985;funcionario
1986;funcionarios
1987;funciones
1988;función
1989;fundación
1990;fundamental
1991;fundamentales
1992;fundamentalmente
1993;fundamento
1994;fusión
1995;futura
1996;futuro
1997;fábrica
1998;fácil
1999;fácilmente
2000;félix
2001;física
2002;físicas
2003;físico
2004;físicos
2005;fórmula
2006;fórmulas
2007;fútbol
2008;g
2009;gabinete
2010;gabriel
2011;gal
2012;gala
2013;galería
2014;galicia
2015;gallego
2016;gana
2017;ganado
2018;ganador
2019;ganar
2020;ganas
2021;ganó
2022;garantizar
2023;garantía
2024;garantías
2025;garcía
2026;garganta
2027;gas
2028;gasto
2029;gastos
2030;gato
2031;genera
2032;generaciones
2033;generación
2034;general
2035;generales
2036;generalitat
2037;generalmente
2038;generar
2039;genes
2040;genio
2041;gente
2042;gentes
2043;genética
2044;geografía
2045;george
2046;gerardo
2047;gerente
2048;gestión
2049;gesto
2050;gestos
2051;gil
2052;gira
2053;giro
2054;global
2055;gloria
2056;gobernador
2057;gobierno
2058;gobiernos
2059;gol
2060;goles
2061;golpe
2062;golpes
2063;gonzalo
2064;gonzález
2065;gracia
2066;gracias
2067;grado
2068;grados
2069;gramos
2070;gran
2071;granada
2072;grande
2073;grandes
2074;grasa
2075;grasas
2076;grave
2077;gravedad
2078;graves
2079;grecia
2080;gregorio
2081;griego
2082;gris
2083;grito
2084;gritos
2085;gritó
2086;grupo
2087;grupos
2088;gráfico
2089;guarda
2090;guardar
2091;guardia
2092;guardias
2093;guatemala
2094;gubernamental
2095;gubernamentales
2096;guerra
2097;guerras
2098;guerrero
2099;guerrilla
2100;guerrilleros
2101;guillermo
2102;guión
