NUMERO;PALABRA
359;hora
360;horas
361;hospital
362;hoy
363;hubiera
364;hubo
365;humana
366;humano
367;humanos
368;iba
369;idea
370;ideas
371;iglesia
372;igual
373;ii
374;imagen
375;importancia
376;importante
377;importantes
378;imposible
379;imágenes
380;incluso
381;industria
382;información
383;informe
384;instituciones
385;instituto
386;intereses
387;interior
388;internacional
389;interés
390;investigación
391;ir
392;izquierda
393;jamás
394;jefe
395;jorge
396;josé
397;joven
398;juan
399;juego
400;juez
401;juicio
402;julio
403;junio
404;junto
405;justicia
406;jóvenes
407;lado
408;larga
409;largo
410;lejos
411;lenguaje
412;ley
413;libertad
414;libre
415;libro
416;libros
417;llama
418;llamado
419;llega
420;llegado
421;llegar
422;llegó
423;lleva
424;llevar
425;local
426;lucha
427;luego
428;lugar
429;luis
430;luz
431;líder
432;línea
433;lópez
434;m
435;madre
436;madrid
437;mal
438;manera
439;mano
440;manos
441;mantener
442;manuel
443;mar
444;marcha
445;marco
446;martín
447;marzo
448;maría
449;materia
450;material
451;mayo
452;mayor
453;mayores
454;mayoría
455;mañana
456;media
457;medida
458;medidas
459;medio
460;medios
461;mejor
462;mejores
463;memoria
464;menor
465;menos
466;mercado
467;mes
468;mesa
469;meses
470;metros
471;miedo
472;miembros
473;miguel
474;militar
475;militares
476;millones
477;ministerio
478;ministro
479;minutos
480;mira
481;mirada
482;mitad
483;modelo
484;modo
485;momento
486;momentos
487;movimiento
488;mucho
489;muerte
490;muerto
491;muestra
492;mujer
493;mujeres
494;mundial
495;mundo
496;muy
497;más
498;máximo
499;médico
500;méxico
501;música
502;n
503;nacional
504;natural
505;naturaleza
506;necesario
507;necesidad
508;negro
509;nivel
510;niveles
511;niño
512;niños
513;no
514;noche
515;nombre
516;norte
517;noviembre
518;nueva
519;nuevas
520;nuevo
521;nuevos
522;nunca
523;número
524;objetivo
525;objeto
526;obra
527;obras
528;obstante
529;ocasiones
530;ocasión
531;octubre
532;oficial
533;ojos
534;operación
535;opinión
536;oposición
537;orden
538;organización
539;origen
540;oro
541;pablo
542;paciente
543;pacientes
544;padre
545;padres
546;palabra
547;palabras
548;papel
549;parece
550;parecía
551;parte
552;partes
553;participación
554;particular
555;partido
556;partidos
557;partir
558;parís
559;pasa
560;pasado
561;pasar
562;paso
563;pasó
564;paz
565;país
566;países
567;pedro
568;película
569;pensar
570;peor
571;pequeña
572;pequeño
573;perdido
574;permite
575;persona
576;personal
577;personas
578;período
579;pesar
580;pese
581;pesetas
582;peso
583;pie
584;piel
585;plan
586;plaza
587;plazo
588;población
589;poco
590;podemos
591;poder
592;podrá
593;podría
594;podía
595;policía
596;política
597;políticas
598;político
599;políticos
600;pone
601;poner
602;popular
603;posibilidad
604;posibilidades
605;posible
606;posición
607;pp
608;precio
609;precios
610;precisamente
611;pregunta
612;premio
613;prensa
614;presencia
615;presenta
616;presente
617;presidente
618;primer
619;primera
620;primeras
621;primero
622;primeros
623;principal
624;principales
625;principio
626;principios
627;problema
628;problemas
629;proceso
630;producción
631;produce
632;producto
633;productos
634;profesional
635;programa
636;programas
637;pronto
638;propia
639;propios
640;propuesta
641;proyecto
642;proyectos
643;prueba
644;práctica
645;próximo
646;psoe
647;pudo
648;pueblo
649;pueda
650;puede
651;pueden
652;puedo
653;puerta
654;puerto
655;puesto
656;punto
657;puntos
658;puso
659;pública
660;público
661;queda
662;quedó
663;quería
664;quiere
665;quiero
666;quizá
667;radio
668;rafael
669;razones
670;razón
671;real
672;realidad
673;realizar
674;recuerdo
675;recursos
676;reforma
677;región
678;relaciones
679;relación
680;república
681;respecto
682;respuesta
683;resto
684;resulta
685;resultado
686;resultados
687;reunión
688;revolución
689;rey
690;riesgo
691;rodríguez
692;rosa
693;régimen
694;río
695;s
696;sabe
697;saber
698;sabía
699;sala
700;salida
701;salir
702;salud
703;san
704;sangre
705;santa
706;santiago
707;sea
708;sean
709;secretario
710;sector
711;sectores
712;seguir
713;segunda
714;segundo
715;seguridad
716;seguro
717;semana
718;semanas
719;sentido
720;septiembre
721;ser
722;serie
723;servicio
724;servicios
725;será
726;serán
727;sería
728;señaló
729;señor
730;señora
731;sido
732;siempre
733;siendo
734;siglo
735;sigue
736;siguiente
737;siguientes
738;silencio
739;siquiera
740;sistema
741;sistemas
742;situación
743;social
744;sociales
745;socialista
746;sociedad
747;sol
748;sola
749;solamente
750;solo
751;solución
752;somos
753;son
754;soy
755;suelo
756;suerte
757;sueño
758;suficiente
759;superior
760;supuesto
761;sur
762;sé
763;sí
764;sólo
765;tal
766;también
767;tampoco
768;tan
769;tanto
770;tarde
771;teatro
772;televisión
773;tema
774;temas
775;tendrá
776;tenemos
777;tener
778;tengo
779;tenido
780;tenía
781;tenían
782;teoría
783;tercera
784;texto
785;tiempo
786;tiempos
787;tiene
788;tienen
789;tierra
790;tipo
791;tipos
792;todavía
793;toma
794;tomar
795;torno
796;total
797;trabajadores
798;trabajar
799;trabajo
800;trata
801;tratamiento
802;través
803;tribunal
804;tuvo
805;técnica
806;términos
807;título
808;unidad
809;unidos
810;universidad
811;unión
812;uso
813;va
814;valor
815;valores
816;vamos
817;van
818;ve
819;veces
820;ver
821;verdad
822;vez
823;viaje
824;victoria
825;vida
826;viejo
827;viene
828;vino
829;vio
830;violencia
831;visita
832;vista
833;visto
834;vivir
835;voluntad
836;volver
837;volvió
838;voy
839;voz
840;vuelta
841;vuelve
842;vía
843;ya
844;zona
845;zonas
846;área
847;época
848;éxito
849;última
850;último
851;últimos
852;única
853;único
